SK_ID_CURR,TARGET
187717,0.0531
187719,0.0309
187720,0.1458
187743,0.0722
187749,0.0929
187762,0.0755
187763,0.0695
187772,0.0976
187786,0.0245
187787,0.0538
187809,0.1151
187826,0.1632
187828,0.0222
187829,0.0892
187833,0.0389
187847,0.0645
187852,0.0388
187862,0.0574
187867,0.0578
187868,0.0827
187870,0.0728
187871,0.0371
187879,0.3849
187894,0.0810
187895,0.0167
187899,0.0198
187903,0.1159
187915,0.0388
187919,0.0546
187941,0.0304
187942,0.0541
187944,0.0551
187947,0.1286
187949,0.1338
187950,0.0239
187952,0.0970
187964,0.2808
187967,0.0253
187977,0.0267
187983,0.0738
187987,0.0236
187988,0.0434
187990,0.0653
187991,0.2756
187998,0.1384
188014,0.0843
188017,0.0363
188021,0.0825
188032,0.0092
188039,0.0321
188040,0.0713
188044,0.0730
188045,0.0174
188054,0.0484
188069,0.0250
188070,0.1150
188081,0.0540
188092,0.3138
188106,0.1190
188108,0.0272
188117,0.0084
188120,0.0378
188130,0.0885
188133,0.1141
188136,0.0365
188151,0.0076
188153,0.1045
188158,0.0210
188171,0.0265
188175,0.0469
188192,0.1327
188194,0.0466
188198,0.1701
188199,0.0644
188228,0.0880
188232,0.0470
188233,0.0655
188234,0.0263
188245,0.0154
188248,0.0285
188254,0.0977
188261,0.0192
188262,0.0608
188267,0.0437
188276,0.0288
188281,0.2931
188282,0.0595
188295,0.0750
188309,0.0263
188313,0.1104
188324,0.0729
188327,0.0957
188328,0.0310
188329,0.0869
188336,0.1001
188337,0.0689
188350,0.0275
188389,0.1047
188399,0.0200
188413,0.0496
188415,0.0503
188421,0.0210
188438,0.0831
188449,0.3784
188466,0.0599
188470,0.0097
188486,0.0576
188492,0.0342
188507,0.0647
188511,0.0574
188521,0.1053
188540,0.2146
188542,0.0870
188551,0.1182
188557,0.0489
188558,0.0535
188561,0.0654
188563,0.0759
188565,0.0542
188577,0.0764
188586,0.0557
188591,0.0268
188594,0.0596
188614,0.0656
188622,0.0245
188626,0.0802
188632,0.1101
188635,0.1043
188639,0.0537
188645,0.1055
188646,0.0496
188647,0.1057
188653,0.0266
188659,0.0344
188677,0.1424
188694,0.0562
188695,0.0182
188696,0.0125
188707,0.0130
188714,0.0660
188715,0.0978
188722,0.1071
188724,0.0758
188729,0.0208
188734,0.0215
188739,0.2229
188746,0.0594
188747,0.0185
188768,0.0992
188770,0.0813
188772,0.0621
188787,0.0388
188792,0.0846
188793,0.0190
188808,0.0606
188828,0.1080
188848,0.0436
188851,0.0779
188856,0.0776
188862,0.0653
188875,0.1896
188876,0.3051
188878,0.0533
188880,0.0067
188890,0.0992
188900,0.0634
188914,0.0615
188928,0.0995
188936,0.0305
188946,0.0127
188947,0.0296
188948,0.0678
188949,0.0214
188950,0.0619
188980,0.0413
188982,0.1552
188988,0.3102
188990,0.0613
188992,0.0241
188993,0.0682
188994,0.0943
188997,0.0400
188998,0.2437
189009,0.0416
189018,0.0344
189022,0.0641
189034,0.0414
189045,0.0207
189059,0.1366
189062,0.0650
189075,0.2306
189086,0.0220
189087,0.0696
189107,0.0587
189113,0.0470
189144,0.0308
189148,0.0623
189199,0.1290
189201,0.0622
189202,0.0162
189207,0.1130
189213,0.0605
189214,0.0676
189224,0.0205
189230,0.0181
189251,0.0479
189252,0.0390
189255,0.0172
189256,0.0401
189257,0.0861
189260,0.0136
189261,0.1024
189262,0.0583
189263,0.0522
189272,0.0313
189282,0.0173
189284,0.2432
189294,0.0786
189304,0.0826
189314,0.1453
189317,0.2171
189333,0.0141
189337,0.1057
189347,0.0395
189355,0.0181
189357,0.1394
189366,0.1132
189374,0.1035
189379,0.0399
189388,0.0495
189397,0.0303
189418,0.1168
189453,0.0339
189458,0.0427
189460,0.0874
189481,0.0412
189482,0.1266
189483,0.0720
189490,0.0766
189491,0.0307
189492,0.0513
189511,0.0533
189512,0.0225
189518,0.0952
189519,0.1623
189531,0.0440
189541,0.2677
189550,0.0495
189551,0.0876
189559,0.0782
189564,0.0128
189573,0.1029
189585,0.0573
189587,0.1302
189605,0.0257
189612,0.0212
189633,0.0867
189640,0.0260
189641,0.1558
189643,0.0663
189650,0.1235
189652,0.0668
189656,0.0631
189661,0.1448
189663,0.0868
189684,0.0766
189688,0.0203
189711,0.1017
189729,0.0788
189747,0.0805
189761,0.1715
189773,0.0492
189774,0.0162
189779,0.1196
189780,0.0610
189796,0.0165
189799,0.1223
189800,0.0337
189807,0.0504
189808,0.0592
189826,0.0777
189836,0.0422
189843,0.0408
189845,0.0609
189852,0.1392
189853,0.1881
189855,0.0355
189866,0.0212
189886,0.0323
189888,0.0636
189902,0.1591
189907,0.2288
189910,0.0108
189922,0.0316
189924,0.0374
189933,0.0340
189935,0.0825
189939,0.0141
189951,0.2298
189965,0.0639
189966,0.1150
189977,0.0680
189989,0.0680
189990,0.1806
190002,0.0365
190006,0.1468
190008,0.0167
190009,0.0832
190021,0.0305
190058,0.0981
190061,0.0654
190069,0.0330
190072,0.1791
190078,0.0814
190109,0.0709
190112,0.2852
190117,0.2283
190132,0.0161
190133,0.0736
190153,0.0898
190164,0.0312
190167,0.0186
190169,0.2587
190179,0.2636
190184,0.0371
190188,0.0350
190199,0.0513
190200,0.1623
190201,0.0370
190227,0.0580
190229,0.0411
190245,0.0227
190272,0.0728
190274,0.1489
190281,0.0931
190282,0.1118
190290,0.1866
190299,0.2107
190301,0.0353
190304,0.0720
190306,0.0865
190311,0.2235
190341,0.0286
190354,0.0199
190364,0.0350
190368,0.0967
190375,0.1894
190383,0.0124
190384,0.0599
190387,0.0367
190388,0.1267
190392,0.2092
190394,0.2317
190405,0.0782
190406,0.0905
190412,0.0292
190413,0.0901
190431,0.0391
190452,0.0133
190454,0.0515
190461,0.1432
190475,0.0871
190489,0.1207
190507,0.0516
190513,0.0121
190515,0.1271
190516,0.0261
190522,0.0306
190523,0.2084
190526,0.0720
190533,0.0054
190537,0.0531
190542,0.0072
190545,0.0838
190548,0.0111
190555,0.1620
190561,0.0174
190562,0.0423
190566,0.0053
190581,0.0623
190590,0.0244
190591,0.2099
190593,0.0204
190612,0.0548
190617,0.0467
190618,0.0683
190619,0.1706
190643,0.1579
190647,0.0829
190663,0.0152
190664,0.0262
190678,0.0250
190691,0.0487
190697,0.0473
190698,0.0584
190701,0.4922
190702,0.1064
190713,0.0403
190739,0.0736
190744,0.0895
190756,0.0551
190767,0.0395
190777,0.0807
190808,0.0499
190825,0.0543
190830,0.1023
190844,0.3201
190855,0.0886
190860,0.0671
190861,0.0542
190865,0.0274
190884,0.0895
190886,0.0835
190887,0.0984
190893,0.1117
190899,0.0520
190900,0.0676
190901,0.0424
190903,0.0110
190909,0.0304
190911,0.1377
190916,0.0778
190922,0.1415
190926,0.0205
190927,0.0599
190929,0.0316
190931,0.1266
190948,0.0313
190954,0.0130
190957,0.0306
190965,0.0156
190978,0.1039
190986,0.0806
190990,0.0201
190993,0.0723
190998,0.0393
190999,0.0088
191028,0.0851
191033,0.0322
191042,0.2418
191076,0.0166
191114,0.0640
191137,0.1425
191138,0.0318
191140,0.0538
191141,0.0274
191143,0.0550
191145,0.1004
191161,0.0891
191167,0.0959
191192,0.0713
191199,0.2049
191200,0.0158
191205,0.0463
191206,0.0228
191214,0.0178
191217,0.0196
191222,0.0506
191224,0.0230
191232,0.3008
191238,0.0585
191243,0.0703
191247,0.0975
191250,0.0187
191266,0.0675
191278,0.0223
191279,0.0191
191282,0.1327
191287,0.1076
191290,0.0461
191291,0.0611
191296,0.1074
191301,0.0639
191304,0.0132
191305,0.0750
191306,0.1544
191324,0.1158
191359,0.0209
191360,0.0355
191362,0.0160
191371,0.0751
191379,0.0921
191394,0.0605
191413,0.3013
191430,0.0548
191435,0.0686
191449,0.0968
191452,0.0080
191464,0.0848
191465,0.0149
191466,0.0790
191469,0.0802
191490,0.1984
191494,0.1175
191498,0.4369
191506,0.0897
191508,0.0352
191509,0.0076
191515,0.3663
191524,0.0279
191548,0.0351
191562,0.0077
191568,0.0707
191596,0.0863
191609,0.0551
191619,0.0205
191624,0.1499
191628,0.0097
191630,0.1068
191648,0.1669
191649,0.0508
191654,0.0969
191655,0.0134
191659,0.1171
191674,0.1327
191675,0.0189
191680,0.0325
191681,0.0271
191684,0.0975
191686,0.0150
191721,0.1814
191722,0.0674
191726,0.1306
191727,0.0216
191732,0.0674
191735,0.0182
191738,0.3286
191745,0.1475
191746,0.0845
191751,0.0949
191761,0.1269
191772,0.0358
191785,0.0251
191794,0.0256
191799,0.0663
191806,0.1642
191807,0.0303
191809,0.1539
191824,0.1197
191826,0.0416
191834,0.1558
191837,0.0647
191841,0.0579
191845,0.0087
191847,0.0470
191850,0.0337
191869,0.0951
191873,0.0556
191876,0.0640
191878,0.2446
191880,0.0651
191881,0.0514
191883,0.0565
191898,0.1114
191907,0.0569
191910,0.0607
191918,0.0480
191920,0.1004
191923,0.0350
191942,0.0316
191943,0.0622
191951,0.1133
191952,0.0196
191958,0.0460
191963,0.1796
191971,0.1047
191992,0.0553
192000,0.1886
192001,0.0948
192008,0.0363
192018,0.0274
192029,0.0637
192030,0.0418
192031,0.0397
192043,0.0465
192045,0.0325
192052,0.1491
192056,0.0092
192071,0.0412
192082,0.1090
192088,0.0380
192103,0.0582
192105,0.2100
192119,0.0136
192144,0.0454
192151,0.0415
192158,0.0175
192163,0.0408
192172,0.2244
192176,0.0570
192177,0.0313
192212,0.0382
192221,0.2034
192223,0.0729
192224,0.0735
192238,0.0205
192239,0.0558
192252,0.4466
192259,0.0622
192268,0.0520
192274,0.1504
192276,0.0832
192277,0.0381
192289,0.0116
192296,0.1262
192308,0.1153
192309,0.0135
192315,0.0434
192322,0.1143
192324,0.0528
192343,0.1384
192345,0.0270
192367,0.1176
192375,0.0396
192382,0.2368
192389,0.0193
192390,0.2086
192391,0.0773
192423,0.0157
192427,0.0679
192431,0.0499
192433,0.0226
192451,0.0641
192453,0.0758
192455,0.0307
192468,0.0595
192469,0.0386
192474,0.0308
192481,0.0580
192482,0.0334
192483,0.0150
192486,0.1201
192490,0.1805
192491,0.0869
192494,0.0590
192507,0.0265
192508,0.0302
192509,0.1496
192525,0.0691
192526,0.0473
192528,0.0156
192535,0.0709
192545,0.1338
192548,0.0694
192572,0.2459
192594,0.1898
192607,0.0363
192625,0.0465
192626,0.0597
192631,0.0383
192632,0.0871
192636,0.0256
192637,0.0237
192655,0.0538
192657,0.0203
192674,0.0978
192675,0.0140
192680,0.1952
192682,0.0949
192686,0.0699
192698,0.1217
192703,0.0294
192705,0.0321
192717,0.0674
192720,0.0599
192721,0.1078
192722,0.0549
192728,0.0095
192734,0.0209
192739,0.0548
192740,0.1057
192752,0.0613
192761,0.0253
192770,0.0083
192780,0.0349
192782,0.0264
192783,0.1267
192789,0.1293
192796,0.0238
192800,0.0519
192802,0.1014
192811,0.0513
192812,0.0454
192815,0.0201
192838,0.1197
192861,0.0199
192868,0.0613
192872,0.0198
192876,0.0635
192877,0.0192
192897,0.0667
192898,0.0623
192903,0.0205
192904,0.1013
192905,0.0494
192911,0.1934
192920,0.0206
192921,0.0603
192922,0.0511
192942,0.0730
192946,0.1488
192963,0.1075
192978,0.0770
192979,0.1725
192981,0.0973
192991,0.0577
192995,0.0555
192998,0.1144
193019,0.0410
193027,0.0258
193028,0.0243
193032,0.0336
193036,0.0170
193044,0.0538
193046,0.0406
193049,0.0182
193050,0.0406
193054,0.0228
193057,0.0698
193060,0.1848
193075,0.0189
193088,0.0317
193091,0.0745
193112,0.0323
193122,0.0402
193123,0.1579
193128,0.0647
193133,0.0330
193143,0.0338
193150,0.1114
193151,0.0446
193160,0.2897
193180,0.1532
193198,0.0702
193204,0.0909
193207,0.0109
193210,0.1623
193225,0.0292
193232,0.1048
193248,0.0433
193249,0.1958
193262,0.0675
193270,0.0974
193273,0.0437
193275,0.0374
193286,0.0394
193289,0.1922
193290,0.0413
193311,0.2397
193321,0.0310
193322,0.0422
193340,0.0678
193349,0.0358
193368,0.0646
193369,0.0216
193375,0.0375
193385,0.1887
193389,0.0309
193394,0.0528
193396,0.0443
193398,0.0483
193402,0.1209
193409,0.0149
193421,0.0092
193426,0.0149
193430,0.0491
193436,0.1857
193437,0.0508
193440,0.0197
193441,0.0737
193449,0.0837
193462,0.0113
193464,0.0558
193468,0.0099
193474,0.0190
193475,0.0146
193479,0.1740
193484,0.1103
193488,0.0619
193496,0.0402
193507,0.0487
193510,0.0344
193512,0.0144
193514,0.0264
193515,0.0751
193516,0.0604
193520,0.0184
193522,0.1245
193541,0.0236
193545,0.0145
193549,0.0519
193554,0.0474
193558,0.1001
193568,0.0386
193569,0.2244
193579,0.0578
193587,0.0835
193589,0.0260
193613,0.0650
193642,0.1370
193643,0.0636
193647,0.0379
193648,0.0171
193663,0.0478
193664,0.1904
193665,0.0892
193672,0.0422
193675,0.1377
193686,0.3321
193692,0.0865
193706,0.0254
193725,0.0416
193726,0.0297
193727,0.1001
193733,0.0558
193738,0.1188
193739,0.0234
193745,0.0898
193759,0.0256
193767,0.0277
193774,0.1374
193776,0.0135
193777,0.4509
193787,0.2118
193789,0.0481
193793,0.0838
193805,0.0333
193808,0.0139
193816,0.0179
193817,0.0304
193821,0.1099
193831,0.2002
193832,0.0293
193874,0.0821
193879,0.0401
193882,0.0660
193910,0.0250
193915,0.0539
193916,0.0942
193921,0.1183
193924,0.1192
193926,0.0219
193927,0.0622
193949,0.0569
193954,0.0905
193966,0.0842
193970,0.0820
193971,0.0435
193975,0.1339
193980,0.0707
193982,0.1611
193983,0.1593
193987,0.1387
193997,0.0111
194000,0.0661
194013,0.0843
194014,0.2665
194026,0.0623
194039,0.0341
194042,0.0172
194054,0.0657
194057,0.0220
194058,0.0080
194068,0.0424
194071,0.1584
194073,0.0565
194075,0.0992
194093,0.0160
194098,0.0948
194105,0.0492
194106,0.1481
194110,0.0235
194128,0.0912
194137,0.0653
194149,0.0290
194150,0.0270
194155,0.0720
194157,0.1231
194158,0.0689
194164,0.0653
194165,0.1271
194166,0.0150
194170,0.0687
194171,0.0387
194177,0.0376
194187,0.0457
194188,0.0252
194213,0.0778
194229,0.2654
194230,0.1037
194241,0.0159
194243,0.0389
194244,0.1263
194276,0.0217
194279,0.0275
194280,0.0348
194281,0.1019
194291,0.0955
194293,0.2378
194306,0.0275
194307,0.0701
194308,0.0279
194310,0.1010
194314,0.0395
194326,0.1476
194330,0.0596
194338,0.0542
194366,0.0773
194370,0.0168
194371,0.0178
194379,0.0108
194382,0.0597
194383,0.1381
194395,0.3003
194402,0.0389
194406,0.0156
194408,0.2652
194413,0.0432
194414,0.0640
194419,0.0531
194423,0.0998
194424,0.0640
194429,0.0564
194436,0.0471
194468,0.0513
194469,0.0255
194478,0.0626
194480,0.2750
194484,0.0477
194505,0.1018
194514,0.0421
194516,0.0246
194523,0.3574
194526,0.0248
194533,0.0374
194534,0.0372
194536,0.0527
194548,0.0612
194552,0.1006
194558,0.0635
194561,0.0565
194563,0.0597
194569,0.1795
194581,0.2224
194586,0.0472
194590,0.0595
194598,0.0834
194600,0.0778
194603,0.0300
194604,0.0546
194605,0.0400
194607,0.2420
194610,0.0890
194620,0.0379
194627,0.1153
194650,0.1095
194652,0.0129
194659,0.0266
194660,0.1615
194662,0.0342
194665,0.0338
194675,0.1585
194677,0.1798
194679,0.0269
194691,0.2624
194696,0.0526
194713,0.0926
194716,0.0453
194717,0.0449
194725,0.0237
194732,0.0226
194737,0.1069
194738,0.0750
194769,0.0720
194791,0.0196
194802,0.0721
194806,0.0525
194810,0.0207
194812,0.0540
194813,0.0761
194816,0.0175
194827,0.0831
194844,0.0096
194856,0.0657
194860,0.0239
194866,0.0455
194867,0.1105
194877,0.1630
194879,0.1783
194880,0.0317
194881,0.0129
194887,0.0440
194900,0.0245
194906,0.0653
194907,0.0537
194908,0.1170
194914,0.0634
194934,0.2606
194955,0.1438
194956,0.0977
194965,0.0448
194966,0.1905
194980,0.0878
194985,0.0490
194986,0.0612
194995,0.0489
194999,0.0284
195000,0.0459
195010,0.1272
195013,0.0575
195044,0.0268
195048,0.0379
195050,0.5772
195051,0.1323
195055,0.0398
195070,0.0555
195074,0.3853
195075,0.1197
195077,0.0972
195081,0.0455
195088,0.0571
195089,0.0141
195091,0.0232
195096,0.3477
195100,0.1034
195103,0.0730
195116,0.0148
195117,0.1337
195129,0.0560
195151,0.0134
195158,0.0952
195164,0.0870
195176,0.2190
195186,0.0933
195187,0.1299
195198,0.0315
195201,0.0791
195207,0.0100
195214,0.0978
195215,0.0606
195234,0.0608
195235,0.0306
195239,0.0604
195240,0.0622
195253,0.0751
195255,0.0075
195280,0.0436
195291,0.0131
195293,0.0689
195300,0.0341
195306,0.0374
195307,0.1237
195322,0.1105
195326,0.2170
195330,0.0379
195341,0.0209
195343,0.1052
195367,0.0326
195369,0.0324
195371,0.0524
195372,0.0335
195389,0.0854
195415,0.0194
195435,0.0897
195439,0.0624
195440,0.0409
195444,0.0124
195447,0.0521
195450,0.0128
195451,0.0458
195456,0.0445
195457,0.0962
195461,0.1425
195462,0.0998
195463,0.0074
195466,0.0758
195468,0.0276
195469,0.1617
195489,0.0189
195495,0.0415
195496,0.2835
195504,0.0659
195505,0.1389
195506,0.1029
195511,0.0398
195518,0.0239
195519,0.0788
195529,0.0271
195531,0.0248
195546,0.0846
195547,0.0297
195552,0.0600
195577,0.0656
195579,0.0226
195588,0.0137
195597,0.1110
195607,0.0131
195617,0.0381
195626,0.0732
195632,0.2365
195634,0.2703
195635,0.0308
195645,0.0382
195648,0.0274
195674,0.2320
195691,0.0393
195695,0.1780
195703,0.1291
195710,0.1675
195711,0.0464
195727,0.2030
195729,0.0087
195734,0.1297
195739,0.0831
195740,0.0257
195746,0.2528
195750,0.1616
195769,0.2146
195772,0.1530
195785,0.0347
195789,0.0649
195793,0.0825
195801,0.0494
195803,0.0574
195810,0.1542
195818,0.1208
195819,0.2617
195823,0.0692
195828,0.1553
195836,0.0416
195843,0.1108
195858,0.0633
195876,0.0362
195890,0.1628
195891,0.0411
195900,0.0283
195905,0.0835
195910,0.1139
195911,0.1168
195912,0.0344
195917,0.0999
195918,0.1350
195923,0.2283
195937,0.0756
195940,0.3436
195945,0.0364
195946,0.0473
195948,0.0567
195955,0.0325
195957,0.0618
195958,0.0185
195959,0.1401
195970,0.0277
195974,0.0106
195979,0.0539
195990,0.1504
196004,0.0362
196007,0.2145
196012,0.1562
196019,0.0812
196029,0.1822
196034,0.0618
196042,0.0342
196066,0.1926
196067,0.1043
196071,0.0841
196074,0.1221
196075,0.0401
196079,0.0317
196080,0.1480
196082,0.0350
196083,0.0505
196085,0.2411
196115,0.0292
196118,0.0896
196128,0.0569
196149,0.1010
196150,0.0370
196162,0.1256
196194,0.1784
196198,0.0160
196204,0.0412
196206,0.0750
196210,0.2298
196220,0.0278
196221,0.0193
196230,0.0169
196236,0.1264
196242,0.0738
196256,0.1701
196261,0.1906
196274,0.0902
196281,0.0309
196303,0.0131
196305,0.1168
196322,0.0202
196343,0.0193
196346,0.0646
196354,0.0212
196357,0.0641
196359,0.0240
196360,0.1799
196361,0.0790
196364,0.2579
196371,0.0107
196375,0.0539
196377,0.0568
196378,0.0363
196381,0.0145
196384,0.0633
196385,0.1450
196388,0.3138
196394,0.1525
196400,0.2244
196401,0.0439
196404,0.1339
196411,0.0621
196436,0.0468
196443,0.0378
196444,0.1756
196446,0.0353
196475,0.0417
196476,0.3858
196486,0.0171
196489,0.0535
196492,0.0396
196498,0.2429
196500,0.0160
196505,0.2125
196507,0.0224
196510,0.0336
196514,0.0300
196530,0.0647
196544,0.0122
196551,0.0629
196578,0.0505
196585,0.1530
196587,0.0821
196588,0.0952
196594,0.1516
196598,0.0306
196605,0.0615
196618,0.0988
196619,0.0876
196623,0.0834
196624,0.0172
196643,0.0445
196649,0.0861
196650,0.0152
196656,0.0129
196663,0.3029
196667,0.2283
196669,0.0660
196681,0.2419
196717,0.0491
196726,0.1464
196728,0.0268
196729,0.0474
196731,0.0333
196736,0.0448
196738,0.0653
196745,0.0613
196747,0.0675
196748,0.0428
196753,0.0288
196757,0.0303
196760,0.0808
196777,0.3142
196788,0.0557
196799,0.0411
196808,0.0132
196819,0.0656
196825,0.0358
196826,0.1552
196834,0.0375
196841,0.2360
196847,0.0770
196849,0.0483
196851,0.0486
196867,0.0548
196884,0.0221
196889,0.0669
196898,0.0354
196901,0.0097
196917,0.0284
196930,0.0460
196936,0.0571
196956,0.0167
196959,0.0319
196962,0.0533
196963,0.0629
196971,0.2042
196972,0.1499
196977,0.0199
196984,0.0177
196985,0.3400
197010,0.2487
197029,0.1360
197040,0.0216
197058,0.3079
197060,0.0295
197064,0.2743
197075,0.0695
197083,0.1233
197102,0.1480
197103,0.1045
197107,0.1004
197129,0.0656
197135,0.0263
197140,0.0265
197150,0.0985
197152,0.0484
197153,0.0471
197154,0.0458
197156,0.1597
197166,0.0280
197167,0.0308
197177,0.0664
197178,0.0643
197187,0.1178
197191,0.0458
197205,0.0871
197206,0.1896
197219,0.2173
197224,0.0566
197245,0.0971
197246,0.0670
197273,0.3222
197275,0.0242
197278,0.0752
197288,0.0721
197290,0.0898
197294,0.0502
197295,0.0219
197311,0.0905
197314,0.2392
197320,0.1271
197321,0.3359
197324,0.3241
197327,0.0396
197332,0.0223
197333,0.3197
197335,0.0397
197348,0.0112
197362,0.1505
197363,0.1705
197368,0.0223
197378,0.0463
197381,0.1223
197384,0.0096
197386,0.0739
197393,0.0660
197396,0.0788
197400,0.0375
197408,0.0553
197412,0.0312
197413,0.1959
197415,0.0370
197418,0.1409
197427,0.0270
197443,0.2327
197448,0.0668
197449,0.0546
197470,0.0755
197478,0.1823
197482,0.1585
197488,0.0478
197491,0.0490
197495,0.0676
197498,0.1583
197502,0.0951
197507,0.0577
197509,0.0681
197510,0.0494
197512,0.0298
197513,0.0262
197524,0.1204
197525,0.0815
197529,0.2393
197533,0.0288
197534,0.2065
197540,0.0721
197541,0.0156
197559,0.0335
197566,0.0252
197582,0.0291
197585,0.1499
197587,0.0674
197595,0.0504
197598,0.0442
197601,0.0310
197603,0.0860
197607,0.0602
197611,0.1431
197625,0.1336
197631,0.0472
197633,0.0345
197638,0.0638
197640,0.0672
197644,0.0107
197645,0.0381
197646,0.0504
197650,0.0576
197657,0.0774
197664,0.0443
197668,0.0411
197681,0.0288
197682,0.1096
197693,0.0479
197695,0.0657
197699,0.1788
197709,0.0325
197711,0.0573
197715,0.0158
197716,0.1387
197722,0.0695
197728,0.1382
197729,0.0708
197730,0.1390
197744,0.0203
197768,0.0457
197770,0.0291
197775,0.3107
197788,0.0388
197795,0.0267
197806,0.0746
197808,0.0618
197812,0.0673
197813,0.0165
197822,0.0059
197827,0.0336
197828,0.0524
197836,0.0638
197857,0.0536
197862,0.1485
197872,0.0438
197892,0.0639
197903,0.0474
197907,0.0318
197908,0.1056
197916,0.0422
197921,0.0385
197924,0.0254
197930,0.1013
197934,0.2072
197942,0.0419
197945,0.2206
197958,0.0427
197959,0.0273
197967,0.0520
197969,0.1512
197978,0.1350
197999,0.0281
198001,0.1141
198004,0.0250
198007,0.0241
198019,0.0378
198020,0.0355
198024,0.0526
198026,0.2049
198038,0.0418
198044,0.0242
198050,0.1827
198054,0.1564
198055,0.0616
198082,0.0931
198094,0.0469
198095,0.0261
198099,0.0493
198101,0.1219
198102,0.0439
198114,0.1411
198125,0.0710
198127,0.0284
198128,0.0619
198137,0.0194
198141,0.0178
198142,0.0489
198155,0.0821
198179,0.2001
198181,0.0823
198184,0.0557
198185,0.1033
198186,0.0729
198187,0.1293
198193,0.0496
198197,0.0617
198209,0.0199
198221,0.0451
198225,0.0363
198229,0.1871
198237,0.1600
198239,0.3168
198247,0.0999
198253,0.0943
198272,0.0191
198279,0.0159
198282,0.0374
198284,0.0464
198285,0.0309
198287,0.0737
198294,0.0497
198309,0.0442
198312,0.1214
198315,0.0540
198323,0.0560
198331,0.0254
198333,0.3143
198359,0.0262
198370,0.0437
198378,0.0687
198379,0.1289
198381,0.0172
198383,0.0089
198384,0.0715
198385,0.0330
198420,0.0666
198421,0.2583
198425,0.1061
198427,0.0955
198429,0.0391
198437,0.0583
198445,0.0304
198452,0.0216
198454,0.0237
198487,0.0448
198523,0.1016
198528,0.1467
198530,0.1829
198539,0.0132
198540,0.0677
198547,0.0248
198566,0.0349
198568,0.0282
198569,0.0526
198595,0.0207
198600,0.1114
198614,0.0339
198617,0.0430
198619,0.1962
198627,0.0458
198640,0.0107
198655,0.1544
198664,0.0782
198665,0.0215
198666,0.2225
198670,0.0548
198673,0.1972
198680,0.0738
198689,0.0110
198690,0.1327
198702,0.0128
198703,0.0285
198704,0.2998
198714,0.1892
198715,0.2579
198717,0.0353
198718,0.0464
198720,0.1546
198721,0.0083
198730,0.0580
198739,0.1081
198754,0.0803
198761,0.0578
198772,0.0212
198774,0.0225
198775,0.1063
198779,0.0861
198783,0.0234
198790,0.0782
198794,0.1156
198798,0.1233
198799,0.0687
198802,0.0483
198806,0.0860
198847,0.0655
198854,0.2194
198858,0.0658
198859,0.1052
198865,0.0564
198872,0.0612
198874,0.0542
198878,0.0648
198883,0.0333
198884,0.0791
198891,0.0434
198899,0.0628
198907,0.0608
198916,0.1328
198917,0.1180
198934,0.0284
198937,0.0514
198938,0.0286
198941,0.1366
198957,0.0384
198966,0.0525
198984,0.0535
198997,0.0061
199001,0.1199
199003,0.0632
199009,0.0455
199011,0.0098
199013,0.0426
199015,0.0222
199024,0.0844
199026,0.0187
199027,0.3135
199029,0.0454
199030,0.1068
199041,0.0390
199048,0.0822
199057,0.0796
199058,0.0509
199062,0.0665
199067,0.0128
199070,0.0300
199075,0.0204
199076,0.0083
199092,0.0680
199096,0.0473
199104,0.0633
199114,0.0493
199115,0.0264
199117,0.2139
199126,0.0695
199131,0.0649
199141,0.0539
199145,0.0775
199150,0.0867
199151,0.0176
199153,0.0279
199166,0.0348
199167,0.0731
199177,0.1061
199182,0.0444
199183,0.0794
199185,0.0149
199212,0.0222
199213,0.0865
199222,0.1254
199229,0.0509
199230,0.0258
199242,0.1963
199243,0.0107
199246,0.2344
199247,0.0951
199249,0.0288
199262,0.1203
199263,0.0839
199275,0.0306
199276,0.1096
199287,0.0581
199298,0.0276
199304,0.2393
199307,0.0356
199311,0.0765
199316,0.0253
199320,0.0470
199321,0.0988
199325,0.0244
199326,0.2049
199327,0.1517
199334,0.0256
199344,0.1813
199345,0.0328
199352,0.0758
199364,0.2200
199378,0.0317
199379,0.0646
199387,0.0654
199405,0.0759
199418,0.1269
199424,0.1326
199425,0.0297
199432,0.0869
199433,0.0631
199442,0.1256
199446,0.0557
199457,0.0288
199458,0.0243
199477,0.0623
199522,0.1095
199525,0.2240
199533,0.1419
199536,0.0581
199537,0.0138
199550,0.0740
199560,0.0854
199564,0.2349
199575,0.1068
199580,0.0256
199586,0.0277
199597,0.0330
199598,0.0691
199604,0.0420
199608,0.0881
199609,0.1123
199616,0.0302
199625,0.0903
199648,0.3743
199650,0.0342
199655,0.0083
199663,0.0446
199670,0.0516
199673,0.0711
199685,0.0894
199696,0.1338
199703,0.1065
199704,0.0903
199706,0.0403
199727,0.0385
199740,0.1550
199746,0.1254
199764,0.0990
199766,0.0894
199785,0.0314
199786,0.0623
199795,0.0996
199797,0.1051
199803,0.2198
199804,0.1197
199810,0.0604
199815,0.0306
199822,0.0441
199824,0.0378
199828,0.0641
199833,0.0613
199840,0.0877
199844,0.0591
199846,0.1015
199858,0.1490
199862,0.0657
199865,0.1166
199866,0.0682
199869,0.0659
199870,0.0124
199871,0.1484
199878,0.0509
199889,0.0385
199891,0.0290
199898,0.0239
199903,0.0110
199904,0.0242
199924,0.1004
199950,0.0577
199954,0.0175
199956,0.0656
199962,0.2090
